SECUCODE,REPORT_DATE,SECURITY_NAME_ABBR,REPORT_TYPE,UPDATE_DATE,CURRENCY,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ADVANCE_RECEIVABLES,BOND_PAYABLE,CAPITAL_RESERVE,CIP,CONTRACT_ASSET,CONTRACT_LIAB,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,FIXED_ASSET,GOODWILL,HOLDSALE_ASSET,INTANGIBLE_ASSET,INTEREST_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PREPAID_EXPENSE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_LIAB_1YEAR,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OTHER_COMPRE_INCOME,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,PREDICT_LIAB,PREPAYMENT,SHARE_CAPITAL,SHORT_LOAN,STAFF_SALARY_PAYABLE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET_NOTFVTPL,UNASSIGN_RPOFIT,USERIGHT_ASSET
SZ000002,2007-06-30,万科A,中报,2007-08-28,CNY,6429699189.19,446272044.62,13498009337.59,NULL,2956419569.54,23093165.27,NULL,NULL,127095151.62,18858378.53,NULL,NULL,NULL,NULL,492551260.11,NULL,NULL,NULL,NULL,43333003938.05,350824251.04,NULL,2099141697.11,15870312243.31,5550592.66,2423310271.57,12085935053.85,3077148000,6429699189.19,446272044.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33386427.63,2904585830.09,6554848126,1840000000,71445443.88,4402087926.99,-175913831.36,63670342453.68,60425806674.53,29502216291.53,18237390306.93,63670342453.68,45432952146.75,3244535779.15,15930735855.22,4761828152.23,1651994284.4,15814080035.36,NULL,1850052893.62,NULL
SZ000002,2007-09-30,万科A,三季报,2007-10-30,CNY,6602873390.84,317512660.57,28798755594.01,NULL,12663216172.53,47040567.86,NULL,NULL,157035278.47,25433543.64,NULL,NULL,NULL,NULL,546111850.67,NULL,NULL,NULL,NULL,62890490728.47,322359374.9,NULL,1080928978.64,17770538277.09,6516214.59,3351398737.68,22387956702.33,5867148000,6602873390.84,317512660.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62264574.26,4502196101.44,6872006387,450000000,86274773.89,4402087926.99,-1498944645.75,95027325209.92,92670935016.5,45150393932.66,29456226233.07,95027325209.92,65571098976.85,2356390193.42,20420705044.19,4844286819.67,2572778823.69,26104827495.39,NULL,2098939750.03,NULL
SZ000002,2007-12-31,万科A,年报,2009-03-10,CNY,11103797389.76,864883012.55,21622747400.8,NULL,12830465899.13,271270240.23,NULL,NULL,604057419.26,991004610.53,NULL,NULL,NULL,NULL,575205554.97,NULL,NULL,NULL,NULL,66472876871.4,277090574.96,NULL,2438609165.05,16362079840.21,6871651.49,4640875427.84,17046504584.31,7488676903.65,11103797389.76,864883012.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9913830.68,37962953.43,8284197850.73,6872006387,1104850000,729790790.42,5395470156.38,795716626.98,100094467908.29,95432519188.17,48773983644.4,33919523029.04,100094467908.29,66174944879.25,4661948720.12,17400961234.85,5907447420.79,2764056869.18,29278647601.2,NULL,4032906217.68,NULL
SZ000002,2008-03-31,万科A,一季报,2008-04-25,CNY,9202802987.72,865218305.83,24308987349.25,NULL,12959309467.97,304969405.34,NULL,NULL,723122313.11,979661278.18,NULL,NULL,NULL,NULL,582962485.56,NULL,NULL,NULL,NULL,72398283778.88,280976488.99,NULL,1800791380.73,16485984470.98,13846626.1,5276123866.29,15626087320.46,8672000715.97,9202802987.72,865218305.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15270757.75,39584226.4,9943048262.63,6872006387,1424850000,195376661.45,5395470156.38,-133953416.19,106060241267.34,101896425811.56,53059884248.99,35479856285.04,106060241267.34,70580384982.3,4163815455.78,17520500733.31,9353540863.66,3063788143.76,30203732418.75,NULL,4751039479.32,NULL
SZ000002,2008-06-30,万科A,中报,2008-08-05,CNY,10139958748.48,1032195093.15,26453686006.3,NULL,7953699918.07,399596371.78,NULL,NULL,923820505.55,902219312.17,NULL,NULL,NULL,NULL,640510108.59,NULL,NULL,NULL,NULL,81159874134.55,137815093.95,NULL,2195235529.91,13698727369.46,19950848.48,5803053073.18,15369845629.99,9612150887.96,10139958748.48,1032195093.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14732390.88,40376723.37,5825281328.12,10995210218,5350616527.77,175156153.23,5395470156.38,-833196356.6,111101241846,106384315468.25,60622182594.72,35823003455.4,111101241846,75278238390.6,4716926377.75,14656055795.88,9699836787.58,2997119282.44,30019950382.22,NULL,5396966626.78,NULL
SZ000002,2008-09-30,万科A,三季报,2008-10-28,CNY,10198440954.15,777669995.99,31079804725.17,5761746675.83,7802994860.45,294565956.97,NULL,NULL,1027526442.63,902975348.55,NULL,NULL,NULL,NULL,643565822.74,NULL,NULL,NULL,NULL,87375573467.61,167487032.73,NULL,1768161960.4,9923907410.42,28820262.84,6762424647.47,19942417819.5,12536270483.48,10198440954.15,777669995.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18942745.88,45022390.34,5364692643.75,10995210218,4533515833.31,145114899.01,5395470156.38,-1875394835.99,121465278006.22,117151847624.31,67961030407.22,36851653027.98,121465278006.22,84613624978.24,4313430381.91,16652594571.02,11337009668.09,3691493697.46,30089228380.51,NULL,5612452714.73,NULL
SZ000002,2008-12-31,万科A,年报,2010-03-02,CNY,12895962836.63,922774844.24,23945755139.85,5768015997.01,7853144319.55,188587022.9,NULL,NULL,1449480632.53,867797927.6,NULL,NULL,NULL,NULL,1265332766.18,NULL,NULL,NULL,NULL,85898696524.95,198394767.05,NULL,2485725268.99,9174120094.83,25268164.97,6926624218.8,19978285929.92,13264374576.45,12895962836.63,922774844.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12644849.82,41729468.03,3160518998.56,10995210218,4601968333.32,517762853.19,6581984978.14,-861985122.52,119236579721.09,113456373203.92,64553721902.6,38818549481.2,119236579721.09,80418030239.89,5780206517.17,15864308337.29,10188188405.68,3496096906.25,31891925262.4,NULL,6184277986.66,NULL
SZ000002,2009-03-31,万科A,一季报,2009-04-27,CNY,11057267587.88,1037137439.23,27387907481.48,5774318909.16,7883868654.13,235640266.81,NULL,NULL,1547750724.43,845256682.1,NULL,NULL,NULL,NULL,1231879157.16,NULL,NULL,NULL,NULL,84255401400.76,169092420.48,NULL,2400149941.02,12168970590.83,22342314.1,7041402747.92,26921921879.8,12126159350.17,11057267587.88,1037137439.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15224376.32,33938233.44,3218185592.2,10995210218,6604540083.34,255200463.88,6581984978.14,-1247293505.98,124833896323.46,119104076268.88,66263834333.51,39732353198.1,124833896323.46,85101543125.36,5729820054.58,18837708791.85,10076211672.74,3671429956.89,32690950450.18,NULL,6953042005.64,NULL
SZ000002,2009-06-30,万科A,中报,2009-08-04,CNY,12198850105.46,1001075236.38,29979748629.62,5780686179.42,8507628678.32,236609988.42,NULL,NULL,1446780446.6,805933302.4,NULL,NULL,NULL,NULL,1165774969.84,NULL,NULL,NULL,NULL,84165799266.96,168374068.65,NULL,2526421018.74,13439637161.93,22243866.14,7283669809.54,26880423542.74,9985512612.76,12198850105.46,1001075236.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19724958.76,30392447.33,2858052281.36,10995210218,2141296944.44,373289443.69,6581984978.14,-1361652228.59,124519928693.78,118808776465.55,62638612948.81,41804941695.13,124519928693.78,82714986998.65,5711152228.23,20076374049.84,9318023241.43,3903426138.11,34521271885.59,NULL,8158909882.3,NULL
SZ000002,2009-09-30,万科A,三季报,2009-10-26,CNY,12127516745.1,501523208.25,34568739770.54,5787157905.36,8496968104.42,105297970.85,NULL,NULL,1504389232.88,785360259.2,NULL,NULL,NULL,NULL,1150759154.09,NULL,NULL,82378908.11,NULL,86752229378.23,229597578.91,NULL,2485526567.14,17656398726.56,21814778.49,7421395795.23,27614616095.17,6407677636.95,12127516745.1,501523208.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11786603.04,32429428.12,4733854686.05,10995210218,1915242246.93,386490207.07,6581984978.14,-1937225825.34,129502509181.71,123792767959.72,62865226540.52,42364149718.91,129502509181.71,87138359462.8,5709741221.99,24273132922.28,9396785759.27,4190544592.02,34942753923.68,NULL,8592109714.6,NULL
SZ000002,2009-12-31,万科A,年报,2011-03-08,CNY,16300047905.75,713191906.14,31734801163.76,5793735805.14,8557716583.44,593208234.13,NULL,NULL,1265649477.66,802464465.02,NULL,NULL,NULL,NULL,1355977020.48,NULL,NULL,81966325.94,NULL,90085294305.52,228143157.99,NULL,3565383001.51,17502798297.11,31318689.65,8032624392.93,23001923830.8,7440414366.78,16330047905.75,713191906.14,30000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8408143.82,34355814.95,8736319500.73,10995210218,1188256111.11,806504472.2,8737841436.85,1176877640.28,137608554829.39,130323279449.37,68058279849.28,45408512454.07,137608554829.39,92200042375.32,7285275380.02,24141762526.04,9381378189.4,7785809435.41,37375888061.14,NULL,8808398744.05,NULL
SZ000002,2010-03-31,万科A,一季报,2010-04-27,CNY,15937825057.03,406782082.64,36694590559.56,5800421625.15,9032571069.12,656295795.9,NULL,NULL,1368025585.04,786526062.49,NULL,NULL,NULL,NULL,1343583791.29,NULL,NULL,81577777.16,NULL,103511656967.35,125607420.45,NULL,3731977342.22,16635157519.51,28635374.8,8414316977.54,17917618441.85,12305247376.84,15937825057.03,406782082.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7891827.35,37608856.68,9333214951.75,10995210218,430000000,290097187.04,8737841436.85,928857842.97,148395955756.86,140886939320.2,77734839278.39,47393510587.29,148395955756.86,101002445169.57,7509016436.66,23267605891.18,11147879034.03,9717666876.61,38979193609.75,NULL,9934978193.24,NULL
SZ000002,2010-06-30,万科A,中报,2010-08-10,CNY,13345146050.98,336286525.75,45384939824.1,5807217140.8,8865922273.24,720431027.61,NULL,NULL,1324276861.45,733256815.27,NULL,NULL,NULL,NULL,1336447000.46,NULL,NULL,81141161.6,NULL,111531216743.51,124381463.18,NULL,4307871877.37,19625347621.55,31704946.44,8646855033.41,19111314733.47,12393019486.3,13345146050.98,336286525.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8735985.85,33609749.71,9760453250.15,10995210218,1023308333.34,485697824.58,8737841436.85,796895086.14,160512664552.08,152561515901.91,85884688461.1,48419808777.8,160512664552.08,112092855774.28,7951148650.17,26208167313.18,12450611655.25,11822244649.03,39772953744.39,NULL,10849520735.68,NULL
SZ000002,2010-09-30,万科A,三季报,2010-10-25,CNY,13134370053.86,192537178.21,65646366078.07,5814124156.63,8853028480.52,748560145.48,NULL,NULL,1345872395.14,723639012.12,NULL,NULL,NULL,NULL,1326378698.68,NULL,NULL,80718585.76,NULL,123195755582.51,144281323.12,NULL,4641959387.4,23317640426.67,37176488.7,9081511569.51,31543455323.84,13831108147.57,13134370053.86,192537178.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8550656.67,43567523.48,10843643208.14,10995210218,2000070312.5,454688977.21,8737841436.85,629759480.28,187935298155.38,179605587531.1,108691043196.62,49336733183.19,187935298155.38,138598564972.19,8329710624.28,29907521775.57,12979145294.1,13830196238.4,40255221613.68,NULL,11309026070.9,NULL
SZ000002,2010-12-31,万科A,年报,2012-03-13,CNY,16923777818.98,1594024561.07,74405197318.78,5821144507.03,8789344008.84,764282140.58,NULL,NULL,1643158028.39,738993358.99,NULL,NULL,NULL,NULL,1219581927.47,NULL,NULL,373951887.29,NULL,133333458045.93,129176195.26,NULL,4493751631.16,24790499290.5,32161415.85,10353522851.3,37816932911.84,15305690786.98,16923777818.98,1594024561.07,NULL,NULL,NULL,NULL,NULL,NULL,1055992714.51,NULL,8816121.26,41107323.15,17838003464.71,10995210218,1478000000,1415758826.87,10587706328.79,3165476401.56,215637551741.83,205520732201.32,129650791498.49,54586199642.41,215637551741.83,161051352099.42,10116819540.51,31400560600.93,16941835851.89,14938313217.77,44232676791.11,NULL,13470284310.05,NULL
SZ000002,2011-03-31,万科A,一季报,2011-04-20,CNY,16225661524.35,1102852078.52,92940741614.9,5825899822.99,8844073108.84,803509008.81,NULL,NULL,1801351178.28,732726842.26,NULL,NULL,NULL,NULL,1210487670.25,NULL,NULL,329973358.79,NULL,150852395368.06,126939185.61,NULL,4944049008.94,20796725976.69,35121008.35,10596420230.81,37189322962.18,18569840312.92,16225661524.35,1102852078.52,NULL,NULL,NULL,NULL,NULL,NULL,1055992714.51,NULL,9299782.86,57496495.37,19301585142.37,10995210218,1718000000,722129130.56,10587706328.79,2453471782.46,235358830324.57,224646643591.03,151807436944.93,56129244459.47,235358830324.57,179229585865.1,10712186733.54,27422148920.17,19161476900.44,16200488039.9,45532824228.66,NULL,14675422869.38,NULL
SZ000002,2011-06-30,万科A,中报,2011-08-09,CNY,18435021487.32,1044885560.6,107073555082.71,5835532700.74,8794420314.52,898256795.8,NULL,NULL,1935106183.8,729089043.23,NULL,NULL,NULL,NULL,1230034561.27,NULL,NULL,330947628.92,NULL,171366411442.19,190561409.93,NULL,5104763088.52,23937768250.26,39057086.9,11602949737.61,40779468533.59,21431893713.1,18435021487.32,1044885560.6,NULL,NULL,NULL,NULL,NULL,NULL,1055992714.51,NULL,10554510.1,45437745.61,19227480406.42,10995210218,1607200000,660139372.9,10587706328.79,1655667831.29,260960278715.02,249770795645.37,172594413838.17,57807482626.91,260960278715.02,203152796088.11,11189483069.65,30558382249.94,21720390981.48,17352549702.57,46204532889.3,NULL,15348617941.35,NULL
SZ000002,2011-09-30,万科A,三季报,2011-10-25,CNY,20479603331.8,995080616.19,122814853488.65,5842904366.15,8833707160.55,927879068.33,NULL,NULL,2093922477.44,746745985.23,NULL,NULL,NULL,NULL,1249826925.94,NULL,NULL,329888524.51,NULL,192936430376.88,188316999.33,NULL,5091000556.01,22322804148.31,38080024.29,12658043687.16,33899446885.85,22823152432.98,20510853332.21,995080616.19,31250000.41,NULL,NULL,NULL,NULL,NULL,1055992714.51,NULL,44832728.5,40608212.96,21484479529.9,10995210218,921008220.1,551705096.58,10587706328.79,1595091621.48,283205805806.24,271826134915.88,194654158193.11,59553752171.98,283205805806.24,223652053634.26,11379670890.36,28997895441.15,25412874765.78,22510697507.06,46895708484.82,NULL,15954673461.98,NULL
SZ000002,2011-12-31,万科A,年报,2013-02-28,CNY,29745813416.12,1514813781.1,111101718105.82,5850397011.2,8843464118.19,705552593.56,NULL,NULL,2326241907.17,778906118.75,NULL,NULL,NULL,NULL,1595862733.95,NULL,NULL,435474310.08,NULL,208335493569.16,1126105451,NULL,6426494499.65,20971961953.04,40999359.45,14864743536.62,34239514295.08,21845829338.08,29777063416.53,1514813781.1,31250000.41,NULL,NULL,NULL,NULL,NULL,463792750,NULL,11798188.07,38677896.7,20116219043.31,10995210218,1724446469.54,1690351691.72,13648727454.84,4078618156.81,296208440030.05,282646654855.19,200724160315.26,67832538547.03,296208440030.05,228375901483.02,13561785174.86,27651741167.76,30489091352.57,18440614166.54,52967795010.41,NULL,18934617430.43,NULL
SZ000002,2012-03-31,万科A,一季报,2012-04-24,CNY,28223693829.62,1254167201.01,122363408287.51,5858012626.76,8877691378.55,852243554.08,NULL,NULL,2635756551.14,782098327.85,NULL,NULL,NULL,NULL,1579057427.06,NULL,NULL,434403307.02,NULL,214701089352.32,1185599281.37,NULL,6562764306.56,31260022841.27,39970070.95,14762398892,39054424566.76,15759399300.28,28223693829.62,1254167201.01,NULL,NULL,NULL,NULL,NULL,NULL,14400000,NULL,12795504.78,54738153.38,23961462217.97,10995210218,2044944769.32,1048053352.05,13648727454.84,3506107762.94,310436504322.24,296691048254.06,203348130231.32,69120706636.88,310436504322.24,241315797685.36,13745456068.18,37967667454.04,30375127527.74,17719904916,54358307744.88,NULL,20330554196.61,NULL
SZ000002,2012-06-30,万科A,中报,2012-08-07,CNY,28685304439.45,1140477551.74,130864793680.34,5865753236.39,8753148425.91,925326419.69,NULL,NULL,2767396331.28,787966697.12,NULL,NULL,2049615830.88,NULL,1566455945.55,NULL,NULL,463174170.15,NULL,226360863597.22,1225338123.64,NULL,6884039487.21,36739796495.52,45883869.95,14734158409.75,47012188240.68,15505731930.01,28956926426.27,1140477551.74,271621986.82,NULL,NULL,NULL,NULL,NULL,276700000,NULL,14668843.09,57904386.05,22626340957.94,10995210218,4800111122.97,838250196.26,13648727454.84,2943892206,330401184008.97,316242106061.5,217101120675.57,69833973675.23,330401184008.97,260567210333.74,14159077947.47,43466089658.17,33172101870.49,19102235713.92,55099815265.48,NULL,21230325181.42,NULL
SZ000002,2012-09-30,万科A,三季报,2012-10-24,CNY,32064096860.89,1352490629.96,144840709925.91,5873620897.15,8674610790.7,1024702448.3,NULL,NULL,3341769183.87,796683005.14,NULL,NULL,NULL,NULL,1567421081.38,201689835.8,NULL,496921131.09,NULL,246708454387.2,2249730716.81,NULL,6884243102.85,35830641935.95,44141665.47,15319099473.04,33307397473.86,14122710751.39,33755699171.89,1352490629.96,1691602311,NULL,NULL,NULL,NULL,NULL,239400000,NULL,15354277.09,62437799.31,24088085618.04,10995441718,4483636536.7,949261823.51,13648727454.84,2532161788.2,347774599925.45,331719817159.88,233554999680.37,71640862330.44,347774599925.45,276133737595.01,16054782765.57,42578737914.64,32844505232.08,26263389050.82,56321762857.4,NULL,22585127164.26,NULL
SZ000002,2012-12-31,万科A,年报,2015-03-31,CNY,44860995716.97,1886548523.49,131023977530.61,NULL,8711236261.16,1051118825.93,NULL,NULL,3054857904.42,733812757.71,NULL,NULL,NULL,NULL,1612257202.22,201689835.8,NULL,426846899.52,NULL,255164112985.07,2375228355.79,NULL,6959091225.41,36036070366.26,42316652.03,18312641062.8,52291542055.49,25624959204.23,49838127152.19,1886548523.49,4977131435.22,NULL,413614596.98,0,0,NULL,218492000,NULL,15677985.06,44292267.15,33373611935.08,10995553118,9932400240.5,2177748944.37,17017051382.39,4515588914.24,378801615075.37,362773737335.37,259833566711.09,82138194988.1,378801615075.37,296663420087.27,16027877740,36829853376.18,36695003707.68,20057921836.24,63825553925.3,NULL,26688098566.77,NULL
SZ000002,2013-03-31,万科A,一季报,2013-04-23,CNY,43029674846.11,1818703512.65,150435897097.54,4945911790.7,8815910588.65,1149560690.54,NULL,NULL,3322537483.18,719838907.88,NULL,NULL,NULL,NULL,1578409383.14,201689835.8,NULL,425765015.79,NULL,289765724060.82,2471901508.95,NULL,7208532308.83,28289448469.5,12083745.88,19048424178.75,52258688500.11,30958487640.33,50895098591.52,1818703512.65,7865423745.41,NULL,NULL,NULL,NULL,NULL,419692521.58,NULL,24420645.1,51079183.68,33371503081.22,11006757559,13108054428.03,1237674220.99,17017051382.39,4023052277.23,417894248034.75,401099311941.06,299237121799.42,84626427238.47,417894248034.75,333267820796.28,16794936093.69,34030698996.86,48554557793.14,23884692786.26,65578003059.72,NULL,28302002795.1,NULL
SZ000002,2013-06-30,万科A,中报,2013-08-07,CNY,48312393766.42,1748303836.67,159401788305.77,4831780996.48,8884186807.72,1222684310.41,NULL,NULL,3491819798.7,700776308.49,NULL,NULL,NULL,NULL,1640978163.15,201689835.8,NULL,421828659.28,NULL,311143507991.61,2485979761.73,NULL,9047747434.94,24450249832.14,69304282.76,21420854982.18,37603625994.77,32865773426.42,59261263120.77,1748303836.67,10948869354.35,NULL,NULL,NULL,NULL,NULL,485540000,NULL,33818816.1,58550987.53,29601947463.73,11013724969,11988616839.68,1287277366.26,17017051382.39,2835193847.95,432241960220.85,413169026674.08,314101301063.91,88065482216.2,432241960220.85,344176478004.65,19072933546.77,30075176940.74,46447570172.1,33071641387.3,66644627234.02,NULL,29263002703.09,NULL
SZ000002,2013-09-30,万科A,三季报,2013-10-30,CNY,47359086737.99,1432473333.67,175298121287.08,4809002179.89,8894382275.54,1311596418.41,NULL,NULL,3690784903.81,696902857.26,NULL,NULL,NULL,NULL,1637095332.56,201689835.8,NULL,419169473.39,NULL,338834053099.04,2730782273.15,NULL,9242623269.22,31003360880.15,65783752.4,26100900746.34,37063558411.45,26380524129.86,60537238751.24,1432473333.67,13178152013.25,NULL,NULL,NULL,NULL,NULL,4400000,NULL,38020390.18,61276165.91,31867448089,11014872119,12522737995.52,1254908683.99,17017051382.39,1819752491.85,461137800353.88,441639780695.14,330162699156.98,94366538723.51,461137800353.88,366771261630.37,19498019658.74,36608562473.39,52336272182.19,32442247761.98,68265637977.17,NULL,30866916677.18,NULL
SZ000002,2013-12-31,万科A,年报,2015-03-31,CNY,63958459138.78,3078969781.37,155518071436.35,7398391932.47,8549133640.46,913666777.1,NULL,NULL,3525262051.95,672715687.44,NULL,11686986.02,NULL,NULL,2129767863.36,201689835.8,NULL,430074183.12,NULL,331133223278.99,11710476284.3,NULL,10531425708.34,36683128420.08,63510505.21,28543440058.93,44365409795.23,27521791569.9,78742359085.15,3078969781.37,14783899946.37,NULL,489582195.92,NULL,NULL,NULL,5080619213.82,NULL,42955020.85,46876821.15,28653665102.61,11014968919,5102514631.14,2451674436.71,20135409720.24,4578205233.59,479205323490.54,442046585199.61,328921832209.92,105439423398.63,479205323490.54,373765900091.91,37158738290.93,44844067881.99,54995528831.06,34815317241.41,76895983339.7,NULL,36706888864.08,NULL
SZ000002,2014-03-31,万科A,一季报,2014-04-29,CNY,55598684734.25,2926167656.32,176721332709.21,7469031945.19,8242822047.59,945245111.78,NULL,NULL,3596650057.05,663827658.35,NULL,NULL,NULL,NULL,2115515217.38,201689835.8,NULL,485395362.56,NULL,340564884966.94,10442555702.25,NULL,12186644476.23,43772083289.47,69249649.19,28207275785.75,37525817692.8,23530931156.43,69636124421.55,2926167656.32,14037439687.3,NULL,NULL,NULL,NULL,NULL,4879934407.62,NULL,48157606.07,63005445.62,33705469035.39,11014968919,4376777764.69,1556962537.78,20135409720.24,3889052592.34,495118977268.6,457764427482.5,341351899587.52,101750971736.38,495118977268.6,393368005532.22,37354549786.1,52016105944.7,61630382845.77,43042088131.05,73543695950.63,NULL,33720230984.95,NULL
SZ000002,2014-06-30,万科A,中报,2014-08-18,CNY,59668028767.1,2210244418.33,181529734053.2,9900821941.49,8312641831.95,956493084.47,NULL,NULL,3699227154.66,660269955.91,NULL,NULL,NULL,NULL,1808760212.64,201689835.8,NULL,637793525.2,NULL,341667664762.27,11802253788.84,NULL,15208461566.99,49210595087.1,74290407.68,28831405270.21,42861721091.89,15699221236.52,76276788783.12,2210244418.33,16608760016.02,NULL,NULL,NULL,NULL,NULL,5505158875.28,NULL,48509068.56,73302739.22,31945813886.8,11015027119,6582434941.6,331260358.19,20135409720.24,2575285865.45,501774293462.21,461746985010.65,336160914777.09,105719879892.84,501774293462.21,396054413569.37,40027308451.56,59893498792.28,53158513640.3,43061540851.36,76888474622.63,NULL,36999989727.44,NULL
SZ000002,2014-09-30,万科A,三季报,2014-10-27,CNY,60344787658.55,1738411713.24,199271975119.86,9888438741.99,8332067684.36,800967686.69,NULL,NULL,4088291957.74,792726696.08,NULL,NULL,NULL,NULL,1810353687.88,201689835.8,NULL,650506215.34,NULL,351234702363.24,12638954798.65,NULL,16392170595.06,46856899748.01,76655737.63,27653028333.89,48741855059.14,13834961784.86,81676486887.99,1738411713.24,21331699229.44,NULL,NULL,NULL,NULL,NULL,6248927023.21,NULL,55909832.5,71052831.8,32323239442.58,11017065969,6028636535.35,269194096.94,20135409720.24,2964383937.71,519974136115.25,476931438577.25,356126594906.02,106182513358.85,519974136115.25,413791622756.4,43042697538,57665027850.38,52078712618.65,42893229999.05,78529485024.96,NULL,38648885033.25,NULL
