SECUCODE,REPORT_DATE,SECURITY_NAME_ABBR,REPORT_TYPE,UPDATE_DATE,CURRENCY,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ADVANCE_RECEIVABLES,BOND_PAYABLE,CAPITAL_RESERVE,CIP,CONTRACT_ASSET,CONTRACT_LIAB,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,FIXED_ASSET,GOODWILL,HOLDSALE_ASSET,INTANGIBLE_ASSET,INTEREST_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PREPAID_EXPENSE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_LIAB_1YEAR,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OTHER_COMPRE_INCOME,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,PREDICT_LIAB,PREPAYMENT,SHARE_CAPITAL,SHORT_LOAN,STAFF_SALARY_PAYABLE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET_NOTFVTPL,UNASSIGN_RPOFIT,USERIGHT_ASSET
SZ000002,2014-12-31,万科A,年报,2017-04-18,CNY,67047199764.55,1894071801.08,181749337004.86,11612231836.68,8493632222.15,1833480603.35,NULL,NULL,4016200314.84,590299321.85,36404522.58,NULL,NULL,NULL,2308351663.13,201689835.8,NULL,877547482.32,NULL,317726378468.22,7980879614.55,NULL,19233657357.71,34536712135.87,338999043.34,27729047010.62,62715253375.94,20449288272.85,88339093630.71,1894071801.08,21291893866.16,NULL,561814972.97,4076000000,NULL,NULL,6679072047.43,NULL,68441434.99,53422794.65,29433125588.58,11037507242,2383069704.65,1830829986.8,26078775789.93,5124172860.19,508408755415.65,464805697453.18,345654030971.64,115893616919.97,508408755415.65,392515138495.68,43603057962.47,46861107524.04,45778239511.58,48924463696.78,88164569909.35,NULL,41992839682.3,NULL
SZ000002,2015-03-31,万科A,一季报,2015-04-27,CNY,65715845568.78,1614707133.67,206364038337.64,11626413267.16,8554713726.22,873674081.19,NULL,NULL,4337279210.11,585989229.81,NULL,NULL,NULL,NULL,3221433981.92,201689835.8,NULL,902277601.2,NULL,336621027400.9,8382862883.26,NULL,20057363034.5,28178132038.03,353824931.12,27326291125.49,38889714570.47,22610337628.02,90417155776.25,1614707133.67,24701310207.47,NULL,554561962.1,5156400000,NULL,NULL,6378116922.58,NULL,78218413.02,60360417.58,37960034857.08,11046108081,1023304449.5,446980488.77,26078775789.93,3930318311.81,526040441430.28,481198600848.07,369307805281.06,116203522783.62,526040441430.28,409836918646.66,44841840582.21,40529113365.6,44515670289.07,60925050603.13,88877231658.13,NULL,42643072098.88,NULL
SZ000002,2015-06-30,万科A,中报,2015-08-17,CNY,63623926045.13,1897732013.09,210477620408.01,11614241705.86,8329106450.52,790161713.67,NULL,NULL,4475623460.62,588957412.53,NULL,17577677.89,NULL,NULL,3767589119.19,201689835.8,NULL,953212984.14,NULL,333046699797.02,8465948084.46,NULL,22131285556.59,27794403218.84,372521176.59,30527162042.46,44612562238.72,23297893265.65,85257808239.68,1897732013.09,21633882194.55,NULL,498183615.04,5636000000,NULL,NULL,5654897118.88,NULL,83303698.41,89293364.19,40103349403.96,11048058100,476645418.03,485323493.33,26078775789.93,3502479925.56,536937642517.23,489991533467.29,378967586452.18,117799856665.22,536937642517.23,419137785852.01,46946109049.94,40170199399.83,55452238024.03,64695190014.5,87272694622.76,NULL,41318570667.27,NULL
SZ000002,2015-09-30,万科A,三季报,2015-10-28,CNY,76799528491.31,1508193169.43,231354064559.99,16872085068.33,8342369302.06,558330533.69,NULL,NULL,4806035625.46,553003877.94,72176773.54,NULL,NULL,NULL,4040163971.38,201689835.8,NULL,1004161194.08,NULL,351392371154.3,8920973502.77,NULL,23929960942.51,29967509389.45,393131059.46,32199143806.27,42734555138.81,23408917119.68,95088319938.7,1508193169.43,18288791447.39,NULL,288718620.89,5359140000,NULL,NULL,6752203080.24,NULL,90835725.54,100293409.82,53028449827,11049610300,763032757.23,462965232.97,26078775789.93,3586942406.99,570793421050.7,520001303260.87,402084474770.06,121125218809.56,570793421050.7,449668202241.14,50792117789.83,47583727471.08,47420232754.5,65906417197.79,88926075003.29,NULL,43326749510.12,NULL
SZ000002,2015-12-31,万科A,年报,2017-04-18,CNY,91446458420.61,2510653269.96,212625705637.3,19015812338.88,8174812609.65,598358905.88,NULL,NULL,5166540813.69,558430814.88,122195279.19,NULL,NULL,NULL,4917479160.88,201689835.8,NULL,1044991088.26,NULL,368121930513.33,10765051108.38,NULL,33503423488.02,33828584225.36,447883429.64,36126099498.69,53180381016.34,24746404056.97,108191191327.69,2510653269.96,16744732907.08,NULL,450635194.22,7956600000,NULL,NULL,6486961264.31,NULL,1378075550.63,143220557.94,39646972826.29,11051612300,1900087965.52,2642657169.63,28068766725.61,7373980494.99,611295567689.29,547024375866.34,420061826880.58,136309617321.02,611295567689.29,474985950368.27,64271191822.95,54924123487.69,62581800228.48,75485642961.23,100183517822.33,NULL,52597854095.89,NULL
SZ000002,2016-03-31,万科A,一季报,2016-04-28,CNY,92043786892.46,1617864148.6,251086084757.51,21973577294.32,7839074507.05,637085221.42,NULL,NULL,5597816972.82,554959303.37,NULL,NULL,NULL,NULL,4783998227.42,201689835.8,NULL,1040902552.78,NULL,412887906188.58,11407392504.08,NULL,37995599067.23,39135986273.78,519881676.14,38112146704.96,52784761696.94,23689566708.41,103523301761.06,1617864148.6,11479514868.6,NULL,258656580.78,1358700000,NULL,NULL,5674282177.87,NULL,1383466188.1,141963321.8,42767157889.18,11039152001,3296994702.92,983041777.19,28068766725.61,3709312838.56,658837478395.54,589879618488.03,456898642513.12,138748883501.05,658837478395.54,520088594894.49,68957859907.51,63189952381.37,70610339967.47,78400394245.48,100636736796.09,NULL,53431086981.65,NULL
SZ000002,2016-06-30,万科A,中报,2016-08-22,CNY,106705559765.71,2262389058.87,278333161162.53,25382948489.41,8078755991.96,768597204.8,NULL,NULL,6183399675.64,549101094.39,83086895.57,NULL,NULL,NULL,5176313990.93,201689835.8,NULL,1113584513.9,NULL,427520274252.35,13373486450.11,NULL,42834214288.25,36787186210.4,598068662.4,40713320709.94,71867989238.43,NULL,115046485423.12,2262389058.87,8340925657.41,NULL,273077928.15,6240100000,NULL,NULL,6007218083.95,NULL,1436313932.02,109625917.06,46142823292.79,11039152001,2850966376.01,1068429262.31,28068766725.61,4357659741.01,712306691248.75,634896750332.29,509867467607.56,138174047997.91,712306691248.75,574132643250.84,77409940916.46,64265175643.28,81769398963.97,80780087594.28,97460727287.97,NULL,50000974641.25,NULL
SZ000002,2016-09-30,万科A,三季报,2016-10-28,CNY,118760360775.11,2504272008.33,312602984906.59,25403777895.91,8078546164.37,587100900.57,NULL,NULL,6639666624.25,542000919.63,7031021.95,2005525.7,NULL,NULL,5441606656.53,201689835.8,NULL,1101921585.35,NULL,446850412127.12,14004380058.43,NULL,52521014906.54,31680130309.94,744119661.91,43130051622.11,75187017626.78,24103112086.79,124112087747.12,2504272008.33,5351726972.01,NULL,305019404.77,3078300000,NULL,NULL,8174116998.92,NULL,1462883418.58,148989470.79,49397992003.96,11039152001,6836528049.17,906377585.75,28068766725.61,4926609937.46,755929647875.75,665296814347.39,553158284276.1,143533581584.8,755929647875.75,612396066290.95,90632833528.36,59237782014.85,79668578437.52,88271789559.25,100403529962.69,NULL,52912045666.94,NULL
SZ000002,2016-12-31,万科A,年报,2018-03-27,CNY,138047562476.06,2075256823.79,274645554496.88,29108375807.96,8268267782.15,765312561.26,NULL,NULL,7198532974.16,504048203.85,458671184.1,NULL,NULL,NULL,6810793073.58,201689835.8,NULL,1260363652.26,NULL,467361336133.57,21874424322.7,NULL,61701988409.62,56406061283.42,960226293.11,48231804558.35,87032118210.63,26773297333.75,141651401565.91,2075256823.79,3603839089.85,NULL,396309302.16,8670500000,NULL,NULL,7277440604.45,NULL,2861999502.12,118672382.72,50262540606.6,11039152001,16576589202.38,3839926643.43,32540767833.97,9553084094.38,830674213924.14,721295427853.28,579998485463.07,161676571281,830674213924.14,668997642643.14,109378786070.86,88999157180.07,106958632126.34,105435004894.59,113444766722.65,NULL,61200269803.37,NULL
SZ000002,2017-03-31,万科A,一季报,2017-04-28,CNY,123236723837.55,1734498135.38,327936096162.93,23438078526.95,8356852992.9,872911581.55,NULL,NULL,7965456326.68,526489339.12,67152082.6,NULL,NULL,NULL,6519353984.74,201689835.8,NULL,1212970324.35,NULL,491636691410.67,21727999303.17,NULL,63821190712.43,70239658980.94,1093367676.27,48014640075.88,90969143057.96,32483532746.18,125864808268.88,1734498135.38,2628084431.33,NULL,138922058.97,3640000000,NULL,NULL,8992156418.8,NULL,2817098656.43,112169512.32,60150857173.63,11039152001,15858622782.67,2688514172.69,32540767833.97,6770653969.12,886753515225.75,773242895555.83,627634003886.99,161986016323,886753515225.75,724767498902.75,113510619669.92,97133495015.76,116031775784.52,125044553695.59,113971376247.12,NULL,61895681360.28,NULL
SZ000002,2017-06-30,万科A,中报,2017-08-25,CNY,130957238033.04,1694829670.94,357931319353.33,23282917384.02,9207702991.7,864320354.3,NULL,NULL,7975825023.7,427998202.21,6405693.49,257906048.08,NULL,NULL,6832412236.06,201689835.8,9097757218.69,1439049643.9,NULL,496299054035.81,17323502248.36,NULL,65587362502.04,65736115024.77,1266498565.37,48517101249.16,107563206080.73,36720153703.94,133180056593.1,1694829670.94,2222818560.06,NULL,70968573.15,4008000000,NULL,NULL,11705326000.61,NULL,2396155725.72,141392035.9,68963254527.38,11039152001,13419638368.25,1639972180.5,32540767833.97,5520940564.73,929265916207.12,812234943094.67,676123581477.98,161157756356.52,929265916207.12,768108159850.6,117030973112.45,91984578372.62,127453594666.05,124602435867.63,112640655107.36,NULL,59782063707.54,NULL
SZ000002,2017-09-30,万科A,三季报,2017-10-27,CNY,135947346263.21,1302107882.27,407882270730.4,27058349371.01,9059156304.89,1044472976.76,NULL,NULL,8520343886.24,417861813.48,6405693.49,598983778.41,NULL,NULL,6857390560.1,201689835.8,7400422895.12,1412466458.4,NULL,550572755680.26,18981285895.2,NULL,66452452394.43,77146692450.34,1499145189.69,51352017269.22,94352631304.03,36925749237.22,138741347662.62,1302107882.27,2794001399.41,NULL,163857846.85,3063290000,NULL,NULL,9347236005.32,NULL,2423878245.6,168845067.08,105270074361.66,11039152001,17301123599.78,2568716977.19,32540767833.97,7543471786.53,1018381990533.1,899748874013.21,743441071722.2,167725291863.39,1018381990533.1,850656698669.71,118633116519.89,107215626947.51,131879407950.05,137781186196.38,116373274594.17,NULL,63570340607.46,NULL
SZ000002,2017-12-31,万科A,年报,2019-03-26,CNY,173439402739.67,1432734013.84,407705939864.83,32322671927.21,8329263089.01,1022410893.84,NULL,NULL,9651001968.26,265299666.71,12493711.4,1019940196.03,NULL,NULL,7098808083.4,206342883.92,6910171274.98,1437504847.54,NULL,598087657618.33,28811300333.55,NULL,81224305346.59,96029044735.04,2065975906.72,53998623864.96,174121009199.93,46163837744.75,176769585962.58,1432734013.84,3330183222.91,NULL,234977764.41,5423443819.92,NULL,NULL,14935685952.83,NULL,2540666010.15,159866431.34,68315556602.24,11039152001,16108858651.31,4930413960.98,35900071829.04,10774906265.56,1165346917804.55,1017552832148.3,847355429875.81,186673939158.29,1165346917804.55,978672978646.26,147794085656.25,131317548770.45,183881947229.77,163249765907.66,132675315293.33,NULL,77171850609.87,NULL
SZ000002,2018-03-31,万科A,一季报,2018-04-26,CNY,169803127143.56,1476427431.56,NULL,31652353113.61,8302056980.22,1043729307.07,3750608639.52,479359682376.78,10999800303.4,1031917751.33,18285428,1617580967.06,NULL,NULL,8867901817.59,197482292.29,6910171274.98,1538601989.51,NULL,630092963585.19,32424495434.68,NULL,83858454321.3,112558480685.57,2435675726.59,59152221128.42,94782314661.13,41110534477.74,173225515164.94,1476427431.56,3422388021.38,NULL,280424209.09,5248963500,NULL,749268649.28,15834104882.54,NULL,2580407539.2,150558588.68,83097864495.02,11039152001,7797540459.77,3505104156.75,35900071829.04,8846277572,1224264792316.36,1066315277592.11,880953672253.46,195337402384.51,1224264792316.36,1028927389931.85,157949514724.25,147973717678.39,165491437078.42,240937678576.71,136185181256.09,NULL,80663476236.74,NULL
SZ000002,2018-06-30,万科A,中报,2018-08-21,CNY,162324437434.72,1777811597.06,2377418598.24,37626703398.47,8603974893.53,990282700.01,1893090913.25,514285164795.91,12155313988.16,984977143.72,21080158,868057110.77,NULL,NULL,8876558070.03,209312914.63,6746307529.45,4663317222.95,NULL,638623464524.31,36635653818.34,NULL,111927373682.35,128294068302.69,3472841825.85,70891971286.66,159552055382.09,44306144978.08,165909607435.93,1777811597.06,3585170001.21,NULL,391877087.41,3557080236.56,3995650000,738339078.47,19837026035.47,854324054.06,2549834927.94,150178965.02,103019262358.73,11039152001,12676721876.33,2626376935.35,35900071829.04,6517696221.19,1345151635212.87,1144791291822.55,969761720752.31,205784151722.72,1345151635212.87,1139367483490.15,200360343390.32,169605762737.84,216198882800.51,229358097324.04,134892180436.06,243041799.06,78957104625.08,NULL
SZ000002,2018-09-30,万科A,三季报,2018-10-26,CNY,NULL,1733613348.73,276332856.86,42930925109.42,8874857195.24,1160984291.01,2492200568.43,553085615593.96,13254826957.37,894899449.4,39585151.37,500977301.93,NULL,NULL,11165368461.93,217480499.1,6818623587,5076777151.16,NULL,707892953932.25,43933822569.42,NULL,119013293766.27,125670064618.56,4187600690.01,75890353457.37,132765524738.71,52624321151.67,171060760182.8,1733613348.73,NULL,NULL,369403888.91,3527386172.58,11983710466.61,1876977607.21,18958921976.95,967749472.49,2535997136.24,161995259.83,121722971278.84,11039152001,21978134102.5,3072696977.33,35900071829.04,7788079132.89,1432222053278,1212408249835.08,1044136412108.32,215891759596.23,1432222053278,1216330293681.77,219813803442.92,172193881573.45,221765784341.77,235172872966.46,140001406138.86,242518090.71,83817921224.67,NULL
SZ000002,2018-12-31,万科A,年报,2020-03-18,CNY,227945928165.35,1586180764.1,253965141.13,47095145785.83,8005627653.57,1913007479.18,1364126797.84,504711414422.66,15749204673.5,538912419.39,10782930.4,631226970.86,NULL,NULL,11533798650.31,217109245.26,6624631369.45,4952584999.04,NULL,750302627438.8,54055784751.5,NULL,129527655772.47,120929055439.4,5044308633.85,79856598453.15,188417446836.14,70438245498.2,229597382102.63,1588739194.82,1651453937.28,2558430.72,-2398744899.34,14587657410.01,55592689788.42,1636583744.09,7825131133.04,1052331100.2,2338048204.19,143527842.81,75950895073.34,11039152001,10111677982.38,5770851836.95,47393246041.44,18730860802.2,1528579356474.81,1295071856292.37,1121913936785.61,235620729997.58,1528579356474.81,1292958626477.23,233507500182.44,171044689691.62,226075622240.18,244324142938.75,155764131544.43,11900806302.82,91724850747.76,NULL
SZ000002,2019-03-31,万科A,一季报,2019-04-30,CNY,NULL,1837707526.13,231382109.25,52611053711.54,7961988516.76,2197431278.48,1861885976.92,533088699905.52,18204961874.44,472851379.91,5970343.63,853118359.93,343359049.08,27203595.63,11522385919.22,211961192.02,6603734115.84,4866349731.34,26144.51,778577730519.17,56054976054.09,18392081008.8,129687586867.3,126147961226.81,5767590133.52,78637973228.47,143220416305.01,61560350802.89,214151858156.71,1841207526.13,NULL,3500000,-1688425133.08,14968502242.12,46354051407.85,1844511525.41,7689550075.48,1014482337.49,2188338605.44,136169609.08,100718039543.91,11039152001,8579429700,4440449681.52,47393246041.44,14334238035.53,1551166452530.9,1292727657466.24,1115028585017.42,236189411971.9,1551166452530.9,1314977040559,258438795064.66,199948455541.58,231435006858.22,243828513335.36,157551438743.43,1101657558.15,92845477317.31,19377008075.87
SZ000002,2019-06-30,万科A,中报,2019-08-21,CNY,224577811176.4,1864845191.86,620829665.1,53717170376.29,12200245794.88,4305214424.35,2415731473.41,566638882633.51,19806735934.9,400434957.86,66779246.14,NULL,NULL,NULL,12249699001.55,217604250.38,4678953550.14,4856392447.89,NULL,790460528627.41,68112371589.42,21311566481.21,126671468176.85,104952265434.86,5929977870.17,71450628353.43,143868825484.46,66055174701.74,225534622541.21,1884582112.8,956811364.81,19736920.94,-1633434661.41,18545004447.19,46235518760.58,2022192399.71,9179377383.88,1009445492,2305007123.39,160899461.8,104346275164.21,11302143001,4624880502.7,5494572222.57,47393246041.44,13804294671.9,1577056909941.26,1300127355362.9,1161742027298.39,232467538807.46,1577056909941.26,1344589371133.8,276929554578.36,182847343835.41,232733251599.08,233140895187.14,161016910454.03,719780070,91754710278.12,22569075607.26
SZ000002,2019-09-30,万科A,三季报,2019-10-25,CNY,241725306097,1931470367.45,695956799.04,48351104433.03,11931203219.65,4977710416.61,2919536405.44,587345959872.47,21582289998.91,335270953.67,653437523.64,NULL,NULL,NULL,12412259932.42,225499582.03,4647523420.68,4798235923.61,NULL,859851371020.23,72361431291.32,21014198477.04,126860647082.85,119448513861.11,6241033820.38,77578068122.18,107240246001.43,60556761540.03,242630685582.03,1947533286.55,905379485.03,16062919.1,-1506468255.71,20275260884.28,48100177939.15,2166961231.61,6384227855.57,977857867.63,2309781887.86,153187646.88,111140098547.57,11302143001,2273827654.02,4796906670.45,47393246041.44,16798645791.99,1638763217307.92,1358184750097.71,1202299264748.08,244851895300.25,1638763217307.92,1393911322007.67,280578467210.21,191612057259.59,239100342898.9,249302727155.84,167273827178.07,207015852.05,98153703171.69,21590312207.27
SZ000002,2019-12-31,万科A,年报,2021-03-31,CNY,267280865500.05,1988075737.67,770781495.16,49645512945.07,12384484513.99,4179839536.92,3444938025.74,577047227178.73,23427586089.92,282328350.36,332257520.78,NULL,NULL,NULL,12399838267.28,220920784.68,4252754905.02,5269647193.3,NULL,897019035609.52,73564678069.11,21277365792.32,130475768323.53,114319778454.74,7235202389.07,82520623500.14,166194595726.42,80646217975.53,268222145190.73,2017045785.5,941279690.68,28970047.83,-1806426631.62,20732622761.28,47854227137.67,2249953722.9,9107319581.09,673982298.05,1065436144.05,149629291.04,97795831444.26,11302143001,15365231785.08,6896261420.24,70826254100.68,25109731106.59,1729929450401.23,1438989354552.98,1272610284010.69,270579115412.96,1729929450401.23,1459350334988.27,290940095848.25,186740050977.58,250698460720.96,235465007349.8,188058491912.82,11735265424.66,95352036928.77,22135359592.4
SZ000002,2020-03-31,万科A,一季报,2020-04-28,CNY,249377588887.39,2627512620.48,584483362.22,49794295396.55,12339770796.83,4242293008.21,4566075284.12,595025882471.35,24605903926.59,308137736.62,701179785.08,NULL,420402399.62,18924953.07,12046413875.77,225103577.94,4207228129.38,5294569336.25,12406963.31,905774519763.68,72700790405.77,21298493889.7,130241082527.96,127694157761.24,7191606983.11,85447262529.29,173271604090.63,77033356884.94,250001909774,2687752701.98,624320886.61,60240081.5,-2405700257.58,20366135047.86,49926983901.62,1526197598.76,9451300241.21,579768084.42,1019106858.42,184498469.75,106806262778.62,11302143001,15243912310.8,5173105930.29,70826254100.68,23937614434,1739794796342.85,1449790966626.68,1265384979818.62,274111126411.95,1739794796342.85,1465683669930.9,290003829716.17,200298690112.28,248457730749.4,228998259812.44,188663863882.66,2411949232.89,96601396241.73,21898800150.18
SZ000002,2020-06-30,万科A,中报,2020-08-28,CNY,265547564273.11,2640266479.94,840365837.57,54185247690.28,19253308531.95,2967070512.5,5051654668.02,615070119120.78,25884208735.4,248165604.44,925446030.04,755745,NULL,NULL,11903845502.29,224336320,3822233991.7,5311318171.58,NULL,932108410170.2,80216248628.47,21395616273.02,128191645086.43,121975894496.76,8446473068.06,95638361604.72,194291462920.23,80296693335.75,266049347220.21,2693828274.08,501782947.1,53561794.14,-2128366436.36,21912320726.76,51772136546.79,1569368802.52,9317055293.27,686599823.63,1020773677.73,165438313.87,108352392918.95,11617732201,19089080837.1,5996257082.22,70826254100.68,22771233258.51,1806186613769.1,1509594566656.84,1315939370661.79,291256107051.21,1806186613769.1,1514930506717.89,296592047112.26,198991136056.1,254053381677.86,233879954681.16,195617745446.49,6556862275.7,96048817049.22,21873877168.11
SZ000002,2020-09-30,万科A,三季报,2020-10-30,CNY,272611229009.56,2678718615.29,837181549.13,49842405556.23,18756659496.89,2047764911.09,5652083133.07,640625732856.82,27270376854.34,267396534.89,492245041.72,488766.22,528930089.31,19422475.8,12691995618.35,215252976.06,1570345984.25,5220902092.22,19029755.06,955712807568.24,80703896860.62,21373302784.63,134633748565.48,121578169647.52,8825648614.69,99967407589.13,173050032088.35,68311597275.03,273177430087.02,2700534486.19,566201077.46,21815870.9,-1929765687.73,24335454610.78,54339665094.21,1441769889.44,14386736913.16,1421742371.8,1049658485.4,173299251.27,71528940927.72,11617732201,19613829435.11,5038348222.59,70826254100.68,22991360729.04,1814465741941.72,1503850304031.17,1317539097359.36,302642412322.42,1814465741941.72,1511823329619.3,310615437910.55,194284232259.94,232603463344.19,268580832349.92,202675004733.29,227027840.93,103404124622.45,21755602243.3
SZ000002,2020-12-31,万科A,年报,2021-04-23,CNY,295684502351.66,2992423302.26,912230827.79,43576223200.25,18554497034.24,3236850338.38,6162549680.11,630747210801.94,27535430502.86,231470922.38,14760989.89,336153690.52,319037650.64,19294640.06,12577342742.17,206342883.92,6334727583.46,6087781315.58,26555602.32,1002063008153.13,79954139029.2,24589945695.98,141895190255.76,132036783089.92,8947760570.31,125333520594.13,195230723369.88,60461863986.86,296291615178.94,3002085736.05,607112827.28,9662433.79,-1544373020.86,22662676635.96,53986260461.07,1601237167.11,13840079267.94,697759464.58,1190177426.9,215331457.12,62247503823.48,11617732201,25111536842.11,7850940564.17,97466324513.51,29036523037.88,1869177094005.55,1547387061234.69,1317492688869.78,349844473343.22,1869177094005.55,1519332620662.33,321790032770.86,201839931792.55,212758353478.5,249498545525.5,224510952749.09,170479737.23,98416772021.2,25210119233.05
SZ000002,2021-03-31,万科A,一季报,2021-04-23,CNY,289906661003.01,3323921628.08,937949121.75,46859671312.19,18445935309.49,3264992858.56,6534113320.29,681537835148.85,29001154760.11,230670811.42,38739102.01,254139826,319039800.17,19299256.12,12416157032.66,208298154.14,6326926131.39,6160643196.1,41573196.59,1020764051236.3,79661045185,24443945010.29,142365067549.16,132578939736.12,9315021097.05,129724336016.63,196598638704.05,61789058835.03,290346246457.27,3365373066.45,439585454.26,41451438.37,-1531381458.7,24120486821.04,58498680227.57,1664168653.4,13902980511.31,696109639.97,1177295308.49,217892076.59,71544041969.17,11617732201,13608534180.34,6274239754.46,97466324513.51,25488934261.21,1907860492718.95,1584331740125.63,1346920073596.38,355432004867.47,1907860492718.95,1552428487851.48,323528752593.32,205508414255.1,208184455783.9,254903138344.88,225707668850.84,136231430.05,99709058285.54,24873113955.86
